length,distance,proportion
1,19,1.0
2,18,0.7407407407407407
2,19,0.2037037037037037
2,20,0.05555555555555555
3,18,0.5390946502057613
3,17,0.3004115226337449
3,19,0.15432098765432098
3,20,0.006172839506172839
4,18,0.5539551897576589
4,17,0.33676268861454045
4,19,0.06584362139917696
4,16,0.03657978966620942
4,20,0.006858710562414266
5,18,0.500355636843977
5,17,0.3948585073413606
5,16,0.052659655540313974
5,19,0.047325102880658436
5,15,0.002895900015241579
5,20,0.0019051973784484073
